id,fecha,titulo,descripcion,tipo,fuente,fuente_url,legal_status,candidato_afectado,direccion,motif_primary,frame,emocion,dimension_impacto,region,intensidad,credibilidad,riesgo_desinformacion,canales_probables,perfiles_relevantes,resumen_para_agente,fecha_corte,source_strict,source_category,ownership_type,geographic_scope,candidate_scope,observation_role,event_cluster_id,event_cluster_size,source_class_balance_weight,model_sampling_weight,engagement_likes,engagement_reposts,engagement_comments,engagement_views,engagement_status
S138,2026-06-01,Publicación oficial en X de De la Espriella: Anuncia fecha y hora de un debate o espacio electoral organizado por Semana.,Anuncia fecha y hora de un debate o espacio electoral organizado por Semana.,agenda_debate_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2061458968900182053,declaracion_publica,De la Espriella,positiva,debate_semana_abelardo,presencia_medios,expectativa,debate_presidencial,Nacional / Digital / X,0.60,0.96,0.04,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Anuncia fecha y hora de un debate o espacio electoral organizado por Semana.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-dbee55e2f7,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S139,2026-06-02,Publicación oficial en X de De la Espriella: Afirma que circula desinformación y que habría sido modificado un software relacionado con el proceso.,Afirma que circula desinformación y que habría sido modificado un software relacionado con el proceso.,alegacion_publicada_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2061830107463835921,alegacion_no_probada,AMBOS,negativa,alegacion_software_desinformacion,desconfianza_electoral,alarma,garantias_electorales,Nacional / Digital / X,0.84,0.96,0.60,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Afirma que circula desinformación y que habría sido modificado un software relacionado con el proceso.,2026-06-19,True,social_oficial,plataforma,digital,AMBOS,canonical_signal,EVT-5195ff7376,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S140,2026-06-03,Publicación oficial en X de De la Espriella: Publica un mensaje dirigido a Donald Trump y vincula el respaldo internacional con una futura relación bilateral.,Publica un mensaje dirigido a Donald Trump y vincula el respaldo internacional con una futura relación bilateral.,apoyo_internacional_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2062137437325766972,declaracion_publica,De la Espriella,positiva,mensaje_trump_abelardo,alianza_internacional_derecha,validacion,apoyo_internacional,Nacional / Digital / X,0.82,0.96,0.12,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica un mensaje dirigido a Donald Trump y vincula el respaldo internacional con una futura relación bilateral.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-d31ee0f279,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S141,2026-06-03,Publicación oficial en X de De la Espriella: Afirma que Petro y Cepeda intentarían cometer fraude electoral.,Afirma que Petro y Cepeda intentarían cometer fraude electoral.,alegacion_fraude_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2062266650955800658,alegacion_no_probada,Cepeda,negativa,alegacion_fraude_petro_cepeda,deslegitimacion_resultados,miedo_indignacion,garantias_electorales,Nacional / Digital / X,0.92,0.96,0.70,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Afirma que Petro y Cepeda intentarían cometer fraude electoral.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-c23cd1a47c,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S142,2026-06-03,Publicación oficial en X de De la Espriella: Afirma que será presidente y vincula su campaña con una revolución tecnológica y una narrativa religiosa.,Afirma que será presidente y vincula su campaña con una revolución tecnológica y una narrativa religiosa.,mensaje_campana_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2062308487229837594,declaracion_publica,De la Espriella,positiva,fe_y_revolucion_tecnologica,liderazgo_destino_y_modernizacion,confianza,imagen_candidato,Nacional / Digital / X,0.70,0.96,0.10,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Afirma que será presidente y vincula su campaña con una revolución tecnológica y una narrativa religiosa.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-524ac7aa2b,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S143,2026-06-04,Publicación oficial en X de De la Espriella: Difunde una transmisión en vivo asociada a la narrativa Patria Milagro.,Difunde una transmisión en vivo asociada a la narrativa Patria Milagro.,transmision_campana_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2062701636456534490,declaracion_publica,De la Espriella,positiva,patria_milagro_en_vivo,espectaculo_y_reconstruccion_nacional,esperanza,movilizacion_social,Nacional / Digital / X,0.72,0.96,0.08,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Difunde una transmisión en vivo asociada a la narrativa Patria Milagro.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-3d26422bbf,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S144,2026-06-06,Publicación oficial en X de De la Espriella: Afirma que el rugido de su campaña se convirtió en esperanza.,Afirma que el rugido de su campaña se convirtió en esperanza.,mensaje_simbolico_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2063249760870437279,declaracion_publica,De la Espriella,positiva,tigre_rugido_esperanza,simbolo_del_tigre,esperanza,imagen_candidato,Nacional / Digital / X,0.64,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Afirma que el rugido de su campaña se convirtió en esperanza.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-7be0b489e3,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S145,2026-06-08,Publicación oficial en X de De la Espriella: Responde a Iván Cepeda afirmando que se le nota desesperado.,Responde a Iván Cepeda afirmando que se le nota desesperado.,ataque_rival_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2064010373842313552,declaracion_publica,Cepeda,negativa,ataque_desespero_cepeda,debilidad_del_adversario,burla,polarizacion,Nacional / Digital / X,0.68,0.96,0.14,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Responde a Iván Cepeda afirmando que se le nota desesperado.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-4a6a6e082b,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S146,2026-06-10,Publicación oficial en X de De la Espriella: Presenta a su equipo de campaña como preparado para el cierre electoral.,Presenta a su equipo de campaña como preparado para el cierre electoral.,equipo_campana_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2064832137027887122,declaracion_publica,De la Espriella,positiva,equipo_listo_abelardo,capacidad_de_gobierno,confianza,organizacion_campana,Nacional / Digital / X,0.60,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Presenta a su equipo de campaña como preparado para el cierre electoral.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-7461fe0047,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S147,2026-06-11,Publicación oficial en X de De la Espriella: Retoma una denuncia pública sobre supuesta narcopolítica.,Retoma una denuncia pública sobre supuesta narcopolítica.,alegacion_publicada_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2065110692227600878,alegacion_no_probada,Cepeda,negativa,denuncia_narcopolitica,criminalizacion_del_adversario,indignacion,corrupcion_seguridad,Nacional / Digital / X,0.86,0.96,0.62,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Retoma una denuncia pública sobre supuesta narcopolítica.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-8944dec37c,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S148,2026-06-12,Publicación oficial en X de De la Espriella: Afirma que siempre ha acudido a la justicia y defiende su conducta frente a acusaciones.,Afirma que siempre ha acudido a la justicia y defiende su conducta frente a acusaciones.,defensa_reputacional_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2065556870668996971,declaracion_publica,De la Espriella,positiva,defensa_uso_justicia,legalidad_y_defensa_personal,firmeza,reputacion,Nacional / Digital / X,0.62,0.96,0.10,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Afirma que siempre ha acudido a la justicia y defiende su conducta frente a acusaciones.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-7cc93186cb,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S149,2026-06-13,Publicación oficial en X de De la Espriella: Comparte una medición de AtlasIntel y pide humildad y más trabajo.,Comparte una medición de AtlasIntel y pide humildad y más trabajo.,encuesta_compartida_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2065777806429049146,encuesta_publicada_por_tercero,De la Espriella,positiva,encuesta_atlasintel_compartida,ventaja_sin_triunfalismo,confianza_cautela,encuestas,Nacional / Digital / X,0.74,0.88,0.20,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Comparte una medición de AtlasIntel y pide humildad y más trabajo.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-84fd2dab34,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S150,2026-06-15,Publicación oficial en X de De la Espriella: Difunde un mensaje de cierre y movilización de campaña desde Buga.,Difunde un mensaje de cierre y movilización de campaña desde Buga.,cierre_campana_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2066555042555920629,declaracion_publica,De la Espriella,positiva,cierre_buga_abelardo,movilizacion_patria_milagro,entusiasmo,movilizacion_social,Nacional / Digital / X,0.78,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Difunde un mensaje de cierre y movilización de campaña desde Buga.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-1e111df9cb,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S151,2026-06-15,Publicación oficial en X de De la Espriella: Advierte que la elección no está ganada y llama a mantener la movilización.,Advierte que la elección no está ganada y llama a mantener la movilización.,movilizacion_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2066708117308542979,declaracion_publica,De la Espriella,positiva,cero_triunfalismo_movilizacion,participacion_y_disciplina_electoral,urgencia,participacion,Nacional / Digital / X,0.78,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Advierte que la elección no está ganada y llama a mantener la movilización.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-371366c4f7,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S152,2026-06-16,Publicación oficial en X de De la Espriella: Publica un mensaje de agradecimiento al cierre de campaña y afirma que lo mejor está por comenzar.,Publica un mensaje de agradecimiento al cierre de campaña y afirma que lo mejor está por comenzar.,cierre_campana_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2067025442700144905,declaracion_publica,De la Espriella,positiva,agradecimiento_cierre_campana,inicio_de_nueva_etapa,esperanza,movilizacion_social,Nacional / Digital / X,0.72,0.96,0.04,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica un mensaje de agradecimiento al cierre de campaña y afirma que lo mejor está por comenzar.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-8420e301ee,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S153,2026-06-16,"Publicación oficial en X de De la Espriella: Afirma que, si Petro no reconoce los resultados, el Ejército deberá restablecer el orden.","Afirma que, si Petro no reconoce los resultados, el Ejército deberá restablecer el orden.",mensaje_orden_publico_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2067039994808582509,declaracion_polemica_reportada,AMBOS,negativa,ejercito_restablecer_orden_resultados,orden_publico_y_reconocimiento_electoral,alarma,orden_publico,Nacional / Digital / X,0.94,0.96,0.36,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,"Afirma que, si Petro no reconoce los resultados, el Ejército deberá restablecer el orden.",2026-06-19,True,social_oficial,plataforma,digital,AMBOS,canonical_signal,EVT-7fe9d889ae,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S154,2026-06-17,Publicación oficial en X de De la Espriella: Afirma que Petro habría ordenado cesar operaciones de la fuerza pública y llama a votar masivamente.,Afirma que Petro habría ordenado cesar operaciones de la fuerza pública y llama a votar masivamente.,alegacion_seguridad_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2067267729992597846,alegacion_no_probada,Cepeda,negativa,supuesto_cese_operaciones_fuerza_publica,seguridad_y_movilización_electoral,alarma,seguridad,Nacional / Digital / X,0.92,0.96,0.68,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Afirma que Petro habría ordenado cesar operaciones de la fuerza pública y llama a votar masivamente.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-9d3c4aedfb,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S155,2026-06-17,Publicación oficial en X de De la Espriella: Publica un mensaje de renovación de fuerzas para el tramo final de la campaña.,Publica un mensaje de renovación de fuerzas para el tramo final de la campaña.,movilizacion_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2067324214160347283,declaracion_publica,De la Espriella,positiva,renovar_fuerzas_recta_final,resistencia_y_disciplina,determinacion,movilizacion_social,Nacional / Digital / X,0.62,0.96,0.04,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica un mensaje de renovación de fuerzas para el tramo final de la campaña.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-99ee03decb,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S156,2026-06-18,Publicación oficial en X de De la Espriella: Responde al respaldo de Javier Milei y lo incorpora a la narrativa internacional de su campaña.,Responde al respaldo de Javier Milei y lo incorpora a la narrativa internacional de su campaña.,apoyo_internacional_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2067672074643275921,declaracion_publica,De la Espriella,positiva,respuesta_apoyo_milei,bloque_internacional_de_derecha,validacion,apoyo_internacional,Nacional / Digital / X,0.82,0.96,0.10,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Responde al respaldo de Javier Milei y lo incorpora a la narrativa internacional de su campaña.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-ceb5409f66,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
